gene_id,gene_name
ENSG00000134504,KCTD1
ENSG00000118276,B4GALT6
ENSG00000153339,TRAPPC8
ENSG00000263924,AC022960.1
ENSG00000101695,RNF125
ENSG00000274275,AC009831.3
ENSG00000134758,RNF138
ENSG00000141441,GAREM1
ENSG00000197705,KLHL14
ENSG00000134769,DTNA
ENSG00000166974,MAPRE2
ENSG00000186812,ZNF397
ENSG00000186814,ZSCAN30
ENSG00000172466,ZNF24
ENSG00000153391,INO80C
ENSG00000141429,GALNT1
ENSG00000141428,C18orf21
ENSG00000141425,RPRD1A
ENSG00000141424,SLC39A6
ENSG00000134759,ELP2
ENSG00000134779,TPGS2
ENSG00000150477,KIAA1328
ENSG00000267039,AC016493.1
ENSG00000267374,MIR924HG
ENSG00000078142,PIK3C3
ENSG00000267586,LINC00907
ENSG00000267337,LINC01478
ENSG00000152217,SETBP1
ENSG00000267193,AC023421.2
ENSG00000141469,SLC14A1
ENSG00000152223,EPG5
ENSG00000152229,PSTPIP2
ENSG00000152234,ATP5F1A
ENSG00000152240,HAUS1
ENSG00000152242,C18orf25
ENSG00000141622,RNF165
ENSG00000167210,LOXHD1
ENSG00000078043,PIAS2
ENSG00000167216,KATNAL2
ENSG00000266957,AC012254.1
ENSG00000167220,HDHD2
ENSG00000134049,IER3IP1
ENSG00000175387,SMAD2
ENSG00000134030,CTIF
ENSG00000101665,SMAD7
ENSG00000141627,DYM
ENSG00000177576,C18orf32
ENSG00000265681,RPL17
ENSG00000167315,ACAA2
ENSG00000267322,SNHG22
ENSG00000167306,MYO5B
ENSG00000141644,MBD1
ENSG00000154832,CXXC1
ENSG00000154839,SKA1
ENSG00000082212,ME2
ENSG00000141642,ELAC1
ENSG00000141646,SMAD4
ENSG00000176624,MEX3C
ENSG00000134046,MBD2
ENSG00000101751,POLI
ENSG00000166845,C18orf54
ENSG00000041353,RAB27B
ENSG00000196628,TCF4
ENSG00000091164,TXNL1
ENSG00000091157,WDR7
ENSG00000066926,FECH
ENSG00000134440,NARS
ENSG00000267040,AC027097.1
ENSG00000267787,AC027097.2
ENSG00000081923,ATP8B1
ENSG00000049759,NEDD4L
ENSG00000198796,ALPK2
ENSG00000172175,MALT1
ENSG00000267476,AC104365.1
ENSG00000074657,ZNF532
ENSG00000166562,SEC11C
ENSG00000074695,LMAN1
ENSG00000141682,PMAIP1
ENSG00000176641,RNF152
ENSG00000197563,PIGN
ENSG00000134444,RELCH
ENSG00000266900,AC027514.1
ENSG00000141655,TNFRSF11A
ENSG00000141664,ZCCHC2
ENSG00000081913,PHLPP1
ENSG00000171791,BCL2
ENSG00000119537,KDSR
ENSG00000119541,VPS4B
ENSG00000197632,SERPINB2
ENSG00000242550,SERPINB10
ENSG00000166401,SERPINB8
ENSG00000166479,TMX3
ENSG00000150636,CCDC102B
ENSG00000206052,DOK6
ENSG00000150637,CD226
ENSG00000176225,RTTN
ENSG00000170677,SOCS6
ENSG00000166342,NETO1
ENSG00000075336,TIMM21
ENSG00000166347,CYB5A
ENSG00000133313,CNDP2
ENSG00000264247,LINC00909
ENSG00000215421,ZNF407
ENSG00000180011,ZADH2
ENSG00000179981,TSHZ1
ENSG00000101493,ZNF516
ENSG00000264278,ZNF236-DT
ENSG00000130856,ZNF236
ENSG00000266844,AC093330.1
ENSG00000197971,MBP
ENSG00000166377,ATP9B
ENSG00000131196,NFATC1
ENSG00000060069,CTDP1
ENSG00000178342,KCNG2
ENSG00000122490,SLC66A2
ENSG00000226742,HSBP1L1
ENSG00000141759,TXNL4A
ENSG00000101546,RBFA
ENSG00000101544,ADNP2
ENSG00000267270,PARD6G-AS1
ENSG00000178184,PARD6G
ENSG00000282508,LINC01002
ENSG00000105556,MIER2
ENSG00000141933,TPGS1
ENSG00000099804,CDC34
ENSG00000197540,GZMM
ENSG00000267751,AC009005.1
ENSG00000172270,BSG
ENSG00000099821,POLRMT
ENSG00000070423,RNF126
ENSG00000185198,PRSS57
ENSG00000011304,PTBP1
ENSG00000129951,PLPPR3
ENSG00000172232,AZU1
ENSG00000196415,PRTN3
ENSG00000197561,ELANE
ENSG00000197766,CFD
ENSG00000175221,MED16
ENSG00000198858,R3HDM4
ENSG00000116017,ARID3A
ENSG00000065268,WDR18
ENSG00000182087,TMEM259
ENSG00000064666,CNN2
ENSG00000064687,ABCA7
ENSG00000180448,ARHGAP45
ENSG00000099817,POLR2E
ENSG00000167468,GPX4
ENSG00000064932,SBNO2
ENSG00000118046,STK11
ENSG00000099624,ATP5F1D
ENSG00000167470,MIDN
ENSG00000099622,CIRBP
ENSG00000228300,FAM174C
ENSG00000160953,PWWP3A
ENSG00000115286,NDUFS7
ENSG00000130005,GAMT
ENSG00000071626,DAZAP1
ENSG00000115268,RPS15
ENSG00000268798,AC027307.3
ENSG00000119559,C19orf25
ENSG00000071655,MBD3
ENSG00000127540,UQCR11
ENSG00000071564,TCF3
ENSG00000130270,ATP8B3
ENSG00000079313,REXO1
ENSG00000267007,AC012615.2
ENSG00000129911,KLF16
ENSG00000261526,AC012615.1
ENSG00000129968,ABHD17A
ENSG00000227500,SCAMP4
ENSG00000133275,CSNK1G2
ENSG00000133243,BTBD2
ENSG00000267283,AC005306.1
ENSG00000099875,MKNK2
ENSG00000172081,MOB3A
ENSG00000065000,AP3D1
ENSG00000104885,DOT1L
ENSG00000104886,PLEKHJ1
ENSG00000104897,SF3A2
ENSG00000167476,JSRP1
ENSG00000104904,OAZ1
ENSG00000188305,PEAK3
ENSG00000288156,AC104530.1
ENSG00000130332,LSM7
ENSG00000005206,SPPL2B
ENSG00000178297,TMPRSS9
ENSG00000099800,TIMM13
ENSG00000176619,LMNB2
ENSG00000099860,GADD45B
ENSG00000176533,GNG7
ENSG00000141873,SLC39A3
ENSG00000104969,SGTA
ENSG00000172009,THOP1
ENSG00000172006,ZNF554
ENSG00000186300,ZNF555
ENSG00000253392,AC119403.1
ENSG00000175691,ZNF77
ENSG00000065717,TLE2
ENSG00000104964,TLE5
ENSG00000088256,GNA11
ENSG00000060558,GNA15
ENSG00000125910,S1PR4
ENSG00000125912,NCLN
ENSG00000141905,NFIC
ENSG00000129932,DOHH
ENSG00000105325,FZR1
ENSG00000161091,MFSD12
ENSG00000183397,C19orf71
ENSG00000267436,AC005786.3
ENSG00000064961,HMG20B
ENSG00000105298,CACTIN
ENSG00000186111,PIP5K1C
ENSG00000105289,TJP3
ENSG00000011132,APBA3
ENSG00000183617,MRPL54
ENSG00000007264,MATK
ENSG00000167657,DAPK3
ENSG00000167658,EEF2
ENSG00000105229,PIAS4
ENSG00000178951,ZBTB7A
ENSG00000126934,MAP2K2
ENSG00000077463,SIRT6
ENSG00000105248,YJU2
ENSG00000167664,TMIGD2
ENSG00000008382,MPND
ENSG00000141985,SH3GL1
ENSG00000167670,CHAF1A
ENSG00000167671,UBXN6
ENSG00000167674,HDGFL2
ENSG00000185361,TNFAIP8L1
ENSG00000074842,MYDGF
ENSG00000142002,DPP9
ENSG00000141965,FEM1A
ENSG00000127666,TICAM1
ENSG00000105355,PLIN3
ENSG00000205784,ARRDC5
ENSG00000276043,UHRF1
ENSG00000127663,KDM4B
ENSG00000105426,PTPRS
ENSG00000223573,TINCR
ENSG00000130254,SAFB2
ENSG00000160633,SAFB
ENSG00000130255,RPL36
ENSG00000174917,MICOS13
ENSG00000196365,LONP1
ENSG00000174898,CATSPERD
ENSG00000212123,PRR22
ENSG00000141994,DUS3L
ENSG00000174886,NDUFA11
ENSG00000187650,VMAC
ENSG00000267571,AC104532.2
ENSG00000105519,CAPS
ENSG00000031823,RANBP3
ENSG00000087903,RFX2
ENSG00000130382,MLLT1
ENSG00000167769,ACER1
ENSG00000269802,AC011491.3
ENSG00000125656,CLPP
ENSG00000125652,ALKBH7
ENSG00000125651,GTF2F1
ENSG00000088247,KHSRP
ENSG00000125648,SLC25A23
ENSG00000205744,DENND1C
ENSG00000125726,CD70
ENSG00000125735,TNFSF14
ENSG00000125734,GPR108
ENSG00000125731,SH2D3A
ENSG00000141968,VAV1
ENSG00000174837,ADGRE1
ENSG00000130544,ZNF557
ENSG00000171105,INSR
ENSG00000263264,AC119396.1
ENSG00000104880,ARHGEF18
ENSG00000104883,PEX11G
ENSG00000198816,ZNF358
ENSG00000090674,MCOLN1
ENSG00000032444,PNPLA6
ENSG00000076924,XAB2
ENSG00000229833,PET100
ENSG00000076944,STXBP2
ENSG00000104918,RETN
ENSG00000181029,TRAPPC5
ENSG00000104921,FCER2
ENSG00000142459,EVI5L
ENSG00000076984,MAP2K7
ENSG00000104980,TIMM44
ENSG00000066044,ELAVL1
ENSG00000090661,CERS4
ENSG00000271717,AC022146.2
ENSG00000167775,CD320
ENSG00000267855,NDUFA7
ENSG00000233927,RPS28
ENSG00000186994,KANK3
ENSG00000269386,RAB11B-AS1
ENSG00000185236,RAB11B
ENSG00000099785,MARCH2
ENSG00000099783,HNRNPM
ENSG00000133246,PRAM1
ENSG00000133250,ZNF414
ENSG00000142347,MYO1F
ENSG00000142303,ADAMTS10
ENSG00000167785,ZNF558
ENSG00000130803,ZNF317
ENSG00000196110,ZNF699
ENSG00000188321,ZNF559
ENSG00000174652,ZNF266
ENSG00000130818,ZNF426
ENSG00000197961,ZNF121
ENSG00000171469,ZNF561
ENSG00000267106,ZNF561-AS1
ENSG00000171466,ZNF562
ENSG00000196605,ZNF846
ENSG00000127452,FBXL12
ENSG00000198258,UBL5
ENSG00000127445,PIN1
ENSG00000105088,OLFM2
ENSG00000130813,SHFL
ENSG00000130810,PPAN
ENSG00000244165,P2RY11
ENSG00000130811,EIF3G
ENSG00000130816,DNMT1
ENSG00000105364,MRPL4
ENSG00000266978,AC011511.2
ENSG00000090339,ICAM1
ENSG00000105371,ICAM4
ENSG00000267673,FDX2
ENSG00000161847,RAVER1
ENSG00000076662,ICAM3
ENSG00000105397,TYK2
ENSG00000105401,CDC37
ENSG00000065989,PDE4A
ENSG00000079999,KEAP1
ENSG00000180739,S1PR5
ENSG00000130734,ATG4D
ENSG00000129347,KRI1
ENSG00000129355,CDKN2D
ENSG00000129353,SLC44A2
ENSG00000267100,ILF3-DT
ENSG00000129351,ILF3
ENSG00000213339,QTRT1
ENSG00000079805,DNM2
ENSG00000099203,TMED1
ENSG00000214212,C19orf38
ENSG00000142453,CARM1
ENSG00000130733,YIPF2
ENSG00000142444,TIMM29
ENSG00000127616,SMARCA4
ENSG00000130164,LDLR
ENSG00000161888,SPC24
ENSG00000197256,KANK2
ENSG00000130158,DOCK6
ENSG00000267174,AC011472.2
ENSG00000105514,RAB3D
ENSG00000105518,TMEM205
ENSG00000183401,CCDC159
ENSG00000105520,PLPPR2
ENSG00000173928,SWSAP1
ENSG00000187266,EPOR
ENSG00000130175,PRKCSH
ENSG00000161914,ZNF653
ENSG00000130159,ECSIT
ENSG00000130165,ELOF1
ENSG00000198551,ZNF627
ENSG00000102575,ACP5
ENSG00000197332,AC008543.1
ENSG00000197933,ZNF823
ENSG00000197044,ZNF441
ENSG00000177599,ZNF491
ENSG00000171295,ZNF440
ENSG00000171291,ZNF439
ENSG00000198429,ZNF69
ENSG00000196757,ZNF700
ENSG00000197054,ZNF763
ENSG00000219665,ZNF433-AS1
ENSG00000197647,ZNF433
ENSG00000223547,ZNF844
ENSG00000132010,ZNF20
ENSG00000257591,ZNF625
ENSG00000196646,ZNF136
ENSG00000197857,ZNF44
ENSG00000188868,ZNF563
ENSG00000198342,ZNF442
ENSG00000196466,ZNF799
ENSG00000180855,ZNF443
ENSG00000242852,ZNF709
ENSG00000249709,ZNF564
ENSG00000188033,ZNF490
ENSG00000173875,ZNF791
ENSG00000104774,MAN2B1
ENSG00000123154,WDR83
ENSG00000105583,WDR83OS
ENSG00000095059,DHPS
ENSG00000132004,FBXW9
ENSG00000105576,TNPO2
ENSG00000123144,TRIR
ENSG00000198356,GET3
ENSG00000095066,HOOK2
ENSG00000171223,JUNB
ENSG00000167815,PRDX2
ENSG00000105612,DNASE2
ENSG00000105610,KLF1
ENSG00000105607,GCDH
ENSG00000161860,SYCE2
ENSG00000179115,FARSA
ENSG00000179218,CALR
ENSG00000179262,RAD23A
ENSG00000179271,GADD45GIP1
ENSG00000008441,NFIX
ENSG00000104903,LYL1
ENSG00000104907,TRMT1
ENSG00000160877,NACC1
ENSG00000104915,STX10
ENSG00000160888,IER2
ENSG00000141837,CACNA1A
ENSG00000104957,CCDC130
ENSG00000037757,MRI1
ENSG00000104979,C19orf53
ENSG00000132003,ZSWIM4
ENSG00000267519,AC020916.1
ENSG00000132016,C19orf57
ENSG00000132024,CC2D1A
ENSG00000132017,DCAF15
ENSG00000132005,RFX1
ENSG00000104998,IL27RA
ENSG00000141858,SAMD1
ENSG00000072062,PRKACA
ENSG00000105011,ASF1B
ENSG00000267169,AC022098.1
ENSG00000072071,ADGRL1
ENSG00000266913,LINC01841
ENSG00000123146,ADGRE5
ENSG00000267379,AC008569.1
ENSG00000123136,DDX39A
ENSG00000123143,PKN1
ENSG00000123159,GIPC1
ENSG00000132002,DNAJB1
ENSG00000099797,TECR
ENSG00000099795,NDUFB7
ENSG00000187912,CLEC17A
ENSG00000131355,ADGRE3
ENSG00000160961,ZNF333
ENSG00000127507,ADGRE2
ENSG00000105135,ILVBL
ENSG00000141867,BRD4
ENSG00000105127,AKAP8
ENSG00000011243,AKAP8L
ENSG00000011451,WIZ
ENSG00000105122,RASAL3
ENSG00000167460,TPM4
ENSG00000167461,RAB8A
ENSG00000269243,AC008894.2
ENSG00000196684,HSH2D
ENSG00000105058,FAM32A
ENSG00000072958,AP1M1
ENSG00000267275,AC020911.2
ENSG00000127528,KLF2
ENSG00000127527,EPS15L1
ENSG00000105072,C19orf44
ENSG00000085872,CHERP
ENSG00000127526,SLC35E1
ENSG00000279529,AC008764.8
ENSG00000105085,MED26
ENSG00000269578,AC008764.7
ENSG00000269427,AC024075.3
ENSG00000214046,SMIM7
ENSG00000269044,AC024075.2
ENSG00000267904,AC024075.1
ENSG00000072954,TMEM38A
ENSG00000127511,SIN3B
ENSG00000160111,CPAMD8
ENSG00000131351,HAUS8
ENSG00000099331,MYO9B
ENSG00000268056,AC020913.1
ENSG00000053501,USE1
ENSG00000099330,OCEL1
ENSG00000130307,USHBP1
ENSG00000105393,BABAM1
ENSG00000160117,ANKLE1
ENSG00000127220,ABHD8
ENSG00000130312,MRPL34
ENSG00000130311,DDA1
ENSG00000074855,ANO8
ENSG00000130299,GTPBP3
ENSG00000130303,BST2
ENSG00000282851,BISPR
ENSG00000141971,MVB12A
ENSG00000130304,SLC27A1
ENSG00000269439,AC010618.3
ENSG00000130313,PGLS
ENSG00000167483,NIBAN3
ENSG00000130309,COLGALT1
ENSG00000130479,MAP1S
ENSG00000268112,AC008761.1
ENSG00000130475,FCHO1
ENSG00000105639,JAK3
ENSG00000105640,RPL18A
ENSG00000007080,CCDC124
ENSG00000105643,ARRDC2
ENSG00000096996,IL12RB1
ENSG00000099308,MAST3
ENSG00000105647,PIK3R2
ENSG00000216490,IFI30
ENSG00000130518,IQCN
ENSG00000130522,JUND
ENSG00000130520,LSM4
ENSG00000130517,PGPEP1
ENSG00000175489,LRRC25
ENSG00000130511,SSBP4
ENSG00000105655,ISYNA1
ENSG00000105656,ELL
ENSG00000105701,FKBP8
ENSG00000105700,KXD1
ENSG00000221983,UBA52
ENSG00000006015,REX1BD
ENSG00000167487,KLHL26
ENSG00000105662,CRTC1
ENSG00000005007,UPF1
ENSG00000105669,COPE
ENSG00000105671,DDX49
ENSG00000051128,HOMER3
ENSG00000064607,SUGP2
ENSG00000105676,ARMC6
ENSG00000181035,SLC25A42
ENSG00000064545,TMEM161A
ENSG00000213999,MEF2B
ENSG00000254901,BORCS8
ENSG00000064490,RFXANK
ENSG00000184162,NR2C2AP
ENSG00000105705,SUGP1
ENSG00000129933,MAU2
ENSG00000167491,GATAD2A
ENSG00000186010,NDUFA13
ENSG00000105717,PBX4
ENSG00000064547,LPAR2
ENSG00000089639,GMIP
ENSG00000105726,ATP13A1
ENSG00000181896,ZNF101
ENSG00000105708,ZNF14
ENSG00000266904,LINC00663
ENSG00000081665,ZNF506
ENSG00000256771,ZNF253
ENSG00000184635,ZNF93
ENSG00000197124,ZNF682
ENSG00000213988,ZNF90
ENSG00000267383,AC011447.3
ENSG00000256229,ZNF486
ENSG00000237440,ZNF737
ENSG00000188171,ZNF626
ENSG00000160229,ZNF66
ENSG00000105750,ZNF85
ENSG00000118620,ZNF430
ENSG00000160352,ZNF714
ENSG00000196705,ZNF431
ENSG00000182141,ZNF708
ENSG00000172687,ZNF738
ENSG00000196268,ZNF493
ENSG00000268119,AC010615.2
ENSG00000197013,ZNF429
ENSG00000268081,AC123912.1
ENSG00000197020,ZNF100
ENSG00000198521,ZNF43
ENSG00000160321,ZNF208
ENSG00000197134,ZNF257
ENSG00000183850,ZNF730
ENSG00000196081,ZNF724
ENSG00000284428,AC092329.4
ENSG00000167232,ZNF91
ENSG00000197372,ZNF675
ENSG00000196172,ZNF681
ENSG00000213967,ZNF726
ENSG00000268362,AC092279.1
ENSG00000213096,ZNF254
ENSG00000261824,LINC00662
ENSG00000267575,AC006504.5
ENSG00000169021,UQCRFS1
ENSG00000105171,POP4
ENSG00000166289,PLEKHF1
ENSG00000131943,C19orf12
ENSG00000105173,CCNE1
ENSG00000105176,URI1
ENSG00000121297,TSHZ3
ENSG00000168813,ZNF507
ENSG00000178904,DPY19L3
ENSG00000105185,PDCD5
ENSG00000105186,ANKRD27
ENSG00000213965,NUDT19
ENSG00000121289,CEP89
ENSG00000076650,GPATCH1
ENSG00000245848,CEBPA
ENSG00000153879,CEBPG
ENSG00000124299,PEPD
ENSG00000153885,KCTD15
ENSG00000257103,LSM14A
ENSG00000166398,KIAA0355
ENSG00000105220,GPI
ENSG00000126249,PDCD2L
ENSG00000126261,UBA2
ENSG00000205209,SCGB2B2
ENSG00000089335,ZNF302
ENSG00000197841,ZNF181
ENSG00000267767,LINC01801
ENSG00000271109,AC008555.4
ENSG00000168661,ZNF30
ENSG00000089351,GRAMD1A
ENSG00000221946,FXYD7
ENSG00000089327,FXYD5
ENSG00000105699,LSR
ENSG00000105698,USF2
ENSG00000012124,CD22
ENSG00000105677,TMEM147
ENSG00000249115,HAUS5
ENSG00000126254,RBM42
ENSG00000126267,COX6B1
ENSG00000272333,KMT2B
ENSG00000126246,IGFLR1
ENSG00000161265,U2AF1L4
ENSG00000267796,LIN37
ENSG00000167595,PROSER3
ENSG00000004777,ARHGAP33
ENSG00000167604,NFKBID
ENSG00000126264,HCST
ENSG00000011600,TYROBP
ENSG00000205138,SDHAF1
ENSG00000239382,ALKBH6
ENSG00000267698,AC002116.2
ENSG00000075702,WDR62
ENSG00000105258,POLR2I
ENSG00000105254,TBCB
ENSG00000126247,CAPNS1
ENSG00000196357,ZNF565
ENSG00000167635,ZNF146
ENSG00000232677,LINC00665
ENSG00000142065,ZFP14
ENSG00000181007,ZFP82
ENSG00000186017,ZNF566
ENSG00000254004,ZNF260
ENSG00000186020,ZNF529
ENSG00000233527,ZNF529-AS1
ENSG00000161298,ZNF382
ENSG00000197808,ZNF461
ENSG00000225975,LINC01534
ENSG00000189042,ZNF567
ENSG00000267041,ZNF850
ENSG00000267254,ZNF790-AS1
ENSG00000197863,ZNF790
ENSG00000251247,ZNF345
ENSG00000185869,ZNF829
ENSG00000198453,ZNF568
ENSG00000197050,ZNF420
ENSG00000267672,AC010632.2
ENSG00000196967,ZNF585A
ENSG00000245680,ZNF585B
ENSG00000188283,ZNF383
ENSG00000181666,ZNF875
ENSG00000189164,ZNF527
ENSG00000196437,ZNF569
ENSG00000171827,ZNF570
ENSG00000188227,ZNF793
ENSG00000171817,ZNF540
ENSG00000180479,ZNF571
ENSG00000120784,ZFP30
ENSG00000198182,ZNF607
ENSG00000267152,AC093227.1
ENSG00000189144,ZNF573
ENSG00000105738,SIPA1L3
ENSG00000167642,SPINT2
ENSG00000167645,YIF1B
ENSG00000099337,KCNK6
ENSG00000099338,CATSPERG
ENSG00000099341,PSMD8
ENSG00000130244,FAM98C
ENSG00000171777,RASGRP4
ENSG00000196218,RYR1
ENSG00000104814,MAP4K1
ENSG00000178982,EIF3K
ENSG00000130402,ACTN4
ENSG00000182472,CAPN12
ENSG00000171747,LGALS4
ENSG00000104823,ECH1
ENSG00000104824,HNRNPL
ENSG00000269688,AC008982.2
ENSG00000187994,RINL
ENSG00000068903,SIRT2
ENSG00000104825,NFKBIB
ENSG00000104835,SARS2
ENSG00000128626,MRPS12
ENSG00000130669,PAK4
ENSG00000130755,GMFG
ENSG00000179134,SAMD4B
ENSG00000006712,PAF1
ENSG00000063322,MED29
ENSG00000128016,ZFP36
ENSG00000090924,PLEKHG2
ENSG00000105193,RPS16
ENSG00000196235,SUPT5H
ENSG00000105197,TIMM50
ENSG00000176401,EID2B
ENSG00000176396,EID2
ENSG00000105204,DYRK1B
ENSG00000105202,FBL
ENSG00000275395,FCGBP
ENSG00000013275,PSMC4
ENSG00000187187,ZNF546
ENSG00000128000,ZNF780B
ENSG00000197782,ZNF780A
ENSG00000130758,MAP3K10
ENSG00000105221,AKT2
ENSG00000160392,C19orf47
ENSG00000105223,PLD3
ENSG00000197019,SERTAD1
ENSG00000167565,SERTAD3
ENSG00000090013,BLVRB
ENSG00000160460,SPTBN4
ENSG00000160410,SHKBP1
ENSG00000090006,LTBP4
ENSG00000105245,NUMBL
ENSG00000123815,COQ8B
ENSG00000086544,ITPKC
ENSG00000188493,C19orf54
ENSG00000077312,SNRPA
ENSG00000167578,RAB4B
ENSG00000269858,EGLN2
ENSG00000167601,AXL
ENSG00000105323,HNRNPUL1
ENSG00000105329,TGFB1
ENSG00000142039,CCDC97
ENSG00000142046,TMEM91
ENSG00000123810,B9D2
ENSG00000077348,EXOSC5
ENSG00000248098,BCKDHA
ENSG00000105341,DMAC2
ENSG00000268027,AC243960.1
ENSG00000007129,CEACAM21
ENSG00000105372,RPS19
ENSG00000076928,ARHGEF1
ENSG00000268041,ERFL
ENSG00000105404,RABAC1
ENSG00000105732,ZNF574
ENSG00000028277,POU2F2
ENSG00000160570,DEDD2
ENSG00000167625,ZNF526
ENSG00000105723,GSK3A
ENSG00000105722,ERF
ENSG00000079432,CIC
ENSG00000079462,PAFAH1B3
ENSG00000105429,MEGF8
ENSG00000213904,LIPE-AS1
ENSG00000079435,LIPE
ENSG00000079385,CEACAM1
ENSG00000176531,PHLDB3
ENSG00000105755,ETHE1
ENSG00000073050,XRCC1
ENSG00000167378,IRGQ
ENSG00000124444,ZNF576
ENSG00000131116,ZNF428
ENSG00000011422,PLAUR
ENSG00000105771,SMG9
ENSG00000104783,KCNN4
ENSG00000167637,ZNF283
ENSG00000124459,ZNF45
ENSG00000204920,ZNF155
ENSG00000159882,ZNF230
ENSG00000178386,ZNF223
ENSG00000186026,ZNF284
ENSG00000267680,ZNF224
ENSG00000256294,ZNF225
ENSG00000263002,ZNF234
ENSG00000167380,ZNF226
ENSG00000131115,ZNF227
ENSG00000159917,ZNF235
ENSG00000167384,ZNF180
ENSG00000073008,PVR
ENSG00000069399,BCL3
ENSG00000130202,NECTIN2
ENSG00000130204,TOMM40
ENSG00000104853,CLPTM1
ENSG00000104856,RELB
ENSG00000104859,CLASRP
ENSG00000267348,GEMIN7-AS1
ENSG00000142252,GEMIN7
ENSG00000007047,MARK4
ENSG00000104866,PPP1R37
ENSG00000007255,TRAPPC6A
ENSG00000104884,ERCC2
ENSG00000104881,PPP1R13L
ENSG00000012061,ERCC1
ENSG00000125740,FOSB
ENSG00000125744,RTN2
ENSG00000213889,PPM1N
ENSG00000125753,VASP
ENSG00000125741,OPA3
ENSG00000125746,EML2
ENSG00000010310,GIPR
ENSG00000125743,SNRPD2
ENSG00000011478,QPCTL
ENSG00000177051,FBXO46
ENSG00000104936,DMPK
ENSG00000185800,DMWD
ENSG00000125755,SYMPK
ENSG00000176182,MYPOP
ENSG00000104983,CCDC61
ENSG00000011485,PPP5C
ENSG00000230510,PPP5D1
ENSG00000160014,CALM3
ENSG00000105287,PRKD2
ENSG00000090372,STRN4
ENSG00000181027,FKRP
ENSG00000105281,SLC1A5
ENSG00000042753,AP2S1
ENSG00000160007,ARHGAP35
ENSG00000130748,TMEM160
ENSG00000130749,ZC3H4
ENSG00000142230,SAE1
ENSG00000105327,BBC3
ENSG00000105321,CCDC9
ENSG00000257704,INAFM1
ENSG00000197405,C5AR1
ENSG00000134830,C5AR2
ENSG00000134815,DHX34
ENSG00000118162,KPTN
ENSG00000268061,NAPA-AS1
ENSG00000105402,NAPA
ENSG00000063169,BICRA
ENSG00000269806,BICRA-AS1
ENSG00000105373,NOP53
ENSG00000178980,SELENOW
ENSG00000105499,PLA2G4C
ENSG00000105486,LIG1
ENSG00000269534,AC011466.3
ENSG00000185453,ZSWIM9
ENSG00000105483,CARD8
ENSG00000268001,CARD8-AS1
ENSG00000142227,EMP3
ENSG00000161558,TMEM143
ENSG00000105438,KDELR1
ENSG00000105447,GRWD1
ENSG00000182324,KCNJ14
ENSG00000105443,CYTH2
ENSG00000142235,LMTK3
ENSG00000287603,AC008403.3
ENSG00000088002,SULT2B1
ENSG00000063177,RPL18
ENSG00000063176,SPHK2
ENSG00000063180,CA11
ENSG00000105552,BCAT2
ENSG00000087074,PPP1R15A
ENSG00000104804,TULP2
ENSG00000104805,NUCB1
ENSG00000087088,BAX
ENSG00000087086,FTL
ENSG00000104812,GYS1
ENSG00000183207,RUVBL2
ENSG00000104852,SNRNP70
ENSG00000063127,SLC6A16
ENSG00000104894,CD37
ENSG00000104872,PIH1D1
ENSG00000161618,ALDH16A1
ENSG00000090554,FLT3LG
ENSG00000142541,RPL13A
ENSG00000142534,RPS11
ENSG00000104870,FCGRT
ENSG00000142552,RCN3
ENSG00000142546,NOSIP
ENSG00000126460,PRRG2
ENSG00000126464,PRR12
ENSG00000126461,SCAF1
ENSG00000126456,IRF3
ENSG00000126453,BCL2L12
ENSG00000126457,PRMT1
ENSG00000196961,AP2A1
ENSG00000010361,FUZ
ENSG00000104973,MED25
ENSG00000268006,PTOV1-AS1
ENSG00000104960,PTOV1
ENSG00000039650,PNKP
ENSG00000204673,AKT1S1
ENSG00000104946,TBC1D17
ENSG00000104951,IL4I1
ENSG00000213024,NUP62
ENSG00000169136,ATF5
ENSG00000105053,VRK3
ENSG00000142528,ZNF473
ENSG00000131398,KCNC3
ENSG00000131408,NR1H2
ENSG00000062822,POLD1
ENSG00000269404,SPIB
ENSG00000161671,EMC10
ENSG00000161677,JOSD2
ENSG00000105472,CLEC11A
ENSG00000167747,C19orf48
ENSG00000129450,SIGLEC9
ENSG00000105383,CD33
ENSG00000105379,ETFB
ENSG00000160318,CLDND2
ENSG00000105374,NKG7
ENSG00000268889,AC008750.7
ENSG00000142512,SIGLEC10
ENSG00000105497,ZNF175
ENSG00000105501,SIGLEC5
ENSG00000182310,SPACA6
ENSG00000171051,FPR1
ENSG00000161551,ZNF577
ENSG00000198093,ZNF649
ENSG00000176024,ZNF613
ENSG00000256683,ZNF350
ENSG00000197619,ZNF615
ENSG00000142556,ZNF614
ENSG00000256087,ZNF432
ENSG00000197608,ZNF841
ENSG00000204611,ZNF616
ENSG00000196267,ZNF836
ENSG00000105568,PPP2R1A
ENSG00000196214,ZNF766
ENSG00000269102,AC010320.3
ENSG00000198464,ZNF480
ENSG00000221923,ZNF880
ENSG00000269834,ZNF528-AS1
ENSG00000167555,ZNF528
ENSG00000198482,ZNF808
ENSG00000167562,ZNF701
ENSG00000167766,ZNF83
ENSG00000269825,AC022150.4
ENSG00000213020,ZNF611
ENSG00000189190,ZNF600
ENSG00000198538,ZNF28
ENSG00000204604,ZNF468
ENSG00000182986,ZNF320
ENSG00000213793,ZNF888
ENSG00000180257,ZNF816
